ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,aadt_class,HighwayClassDescription,HighwayClassCode,HwyClassGroups,RouteNames,Cities,Parishes,DOTDDistricts,MapYear,TotalCrashes
828-28,828-28_010,0.072,0.139,0.067,5608,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 724""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,16
828-28,828-28_010,0.139,3.532,3.394,5608,low,URBAN 2-LANE,20,20,"[""LA 724""]","[""Rural Lafayette"",""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,71
828-29,828-29_010,0,2.022,2.022,1034,low,RURAL 2-LANE,19,19,"[""LA 720""]","[""Rural Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,2
828-30,828-30_010,0,2.494,2.494,1391,low,RURAL 2-LANE,19,19,"[""LA 720""]","[""Rural Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,12
828-31,828-31_010,0,1.048,1.048,515,low,RURAL 2-LANE,19,19,"[""LA 1096""]","[""Duson""]","[""LAFAYETTE""]","[""03""]",2022,8
828-32,828-32_010,0,0.865,0.865,1839,low,URBAN 2-LANE,20,20,"[""LA 724""]","[""Rural Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,3
828-32,828-32_010,0.865,3.156,2.29,1839,low,RURAL 2-LANE,19,19,"[""LA 724""]","[""Rural Lafayette"",""Scott""]","[""LAFAYETTE""]","[""03""]",2022,11
828-34,828-34_010,0,3.188,3.188,602,low,RURAL 2-LANE,19,19,"[""LA 723""]","[""Rural Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,7
828-37,828-37_010,0,0.364,0.364,2027,low,URBAN 2-LANE,20,20,"[""HUGH WALLIS RD""]","[""Lafayette"",""Rural Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,9
828-38,828-38_010,0,0.529,0.529,8902,low,URBAN 4-LANE,22,22,"[""BERTRAND DR""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,70
828-38,828-38_010,0.529,1.328,0.799,6239,low,URBAN 4-LANE,22,22,"[""LA 3025""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,160
828-38,828-38_010,1.328,1.396,0.068,3544,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 3025""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,7
828-38,828-38_010,1.396,2.044,0.648,1318,low,URBAN 4-LANE,22,22,"[""LA 3025""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,11
828-39,828-39_010,0,3.366,3.366,46837,high,URBAN 4-LANE,22,22,"[""AMBASSADOR CAFFERY PKWY""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,2146
828-39,828-39_010,3.366,9.46,6.095,46837,high,URBAN 4-LANE DIVIDED,24,24,"[""AMBASSADOR CAFFERY PKWY""]","[""Lafayette"",""Youngsville"",""Rural Lafayette"",""Broussard""]","[""LAFAYETTE""]","[""03""]",2022,379
828-39,828-39_010,9.46,9.536,0.075,4000,low,URBAN 4-LANE DIVIDED,24,24,"[""AMBASSADOR CAFFERY PKWY""]","[""Broussard""]","[""LAFAYETTE""]","[""03""]",2022,0
828-43,828-43_010,0,0.531,0.531,18293,med,URBAN 4-LANE,22,22,"[""LA 94""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,88
828-44,828-44_010,0,0.672,0.672,13175,med,URBAN 2-LANE,20,20,"[""LA 726""]","[""Carencro""]","[""LAFAYETTE""]","[""03""]",2022,49
828-44,828-44_010,0.672,0.95,0.278,13175,med,URBAN 2-LANE DIVIDED,27,27,"[""LA 726""]","[""Carencro""]","[""LAFAYETTE""]","[""03""]",2022,40
828-44,828-44_010,0.95,1.038,0.088,13175,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 726""]","[""Carencro""]","[""LAFAYETTE""]","[""03""]",2022,29
828-45,828-45_010,0,0.995,0.995,19557,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 3184""]","[""Rural Lafayette"",""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,222
828-45,828-45_010,0.995,1.769,0.773,39201,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 3184""]","[""Rural Lafayette"",""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,322
828-45,828-45_010,1.769,1.805,0.036,6468,low,URBAN 4-LANE,22,22,"[""LA 3184""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,49
828-45,828-45_010,1.805,1.871,0.066,6468,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 3184""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,35
828-45,828-45_010,1.871,2.179,0.308,6468,low,URBAN 4-LANE,22,22,"[""LA 3184""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,132
828-45,828-45_010,2.179,2.285,0.106,6468,low,URBAN 2-LANE,20,20,"[""LA 3184""]","[""Lafayette"",""Scott""]","[""LAFAYETTE""]","[""03""]",2022,35
828-48,828-48_010,0,0.092,0.092,550,low,URBAN 2-LANE,20,20,"[""SW FRONTAGE RD""]","[""Rural Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,0
828-49,828-49_010,0,0.846,0.846,10567,med,URBAN 2-LANE,20,20,"[""W PINHOOK RD""]","[""Lafayette"",""Rural Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,30
828-50,828-50_010,0,1.171,1.171,4802,low,URBAN 2-LANE,20,20,"[""E MAIN ST""]","[""Broussard""]","[""LAFAYETTE""]","[""03""]",2022,12
828-50,828-50_010,1.171,1.342,0.171,15156,med,URBAN 2-LANE,20,20,"[""E MAIN ST""]","[""Broussard""]","[""LAFAYETTE""]","[""03""]",2022,1
828-51,828-51_010,0,0.268,0.268,1912,low,URBAN 2-LANE,20,20,"[""LA 728-3""]","[""Lafayette""]","[""LAFAYETTE""]","[""03""]",2022,1
829-04,829-04_010,0,7.083,7.083,1518,low,RURAL 2-LANE,19,19,"[""304 HWY""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,55
829-07,829-07_010,0,0.199,0.199,9183,low,URBAN 2-LANE,20,20,"[""LA 648""]","[""Thibodaux""]","[""LAFOURCHE""]","[""02""]",2022,3
829-10,829-10_010,0,1.802,1.802,1791,low,URBAN 2-LANE,20,20,"[""LA 654""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,19
829-10,829-10_010,1.802,5.512,3.71,1791,low,RURAL 2-LANE,19,19,"[""LA 654""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,15
829-11,829-11_010,0,2.427,2.427,443,low,URBAN 2-LANE,20,20,"[""LA 657""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,63
829-12,829-12_010,0,3.687,3.687,273,low,RURAL 2-LANE,19,19,"[""LA 653""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,0
829-12,829-12_010,3.687,4.783,1.096,124,low,URBAN 2-LANE,20,20,"[""LA 653""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,0
829-12,829-12_010,4.783,5.75,0.967,754,low,URBAN 2-LANE,20,20,"[""LA 653""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,4
829-13,829-13_010,0,3.76,3.76,1867,low,URBAN 2-LANE,20,20,"[""LA 652""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,4
829-14,829-14_010,0,0.62,0.62,2380,low,URBAN 2-LANE,20,20,"[""LA 655""]","[""Rural Lafourche"",""Lockport""]","[""LAFOURCHE""]","[""02""]",2022,6
829-15,829-15_010,0,19.365,19.366,2271,low,RURAL 2-LANE,19,19,"[""307 HWY""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,148
829-18,829-18_010,0,0.067,0.067,1991,low,URBAN 2-LANE,20,20,"[""SAINT CHARLES BY-PASS BRID ""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,1
829-20,829-20_010,0,0.062,0.062,6511,low,URBAN 2-LANE,20,20,"[""LA 310""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,0
829-21,829-21_010,0,0.45,0.45,1834,low,URBAN 2-LANE,20,20,"[""LA 631""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,0
829-23,829-23_010,0,0.728,0.729,4480,low,URBAN 2-LANE,20,20,"[""3161 HWY""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,4
829-24,829-24_010,0,0.703,0.703,9051,low,URBAN 2-LANE,20,20,"[""3162 HWY""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,82
829-25,829-25_010,0,4.269,4.269,12957,med,URBAN 2-LANE,20,20,"[""LA 3185""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,151
829-26,829-26_010,0,0.145,0.145,6255,low,URBAN 2-LANE,20,20,"[""LA 3235""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,0
829-26,829-26_010,0.145,0.155,0.01,6255,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 3235""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,0
829-26,829-26_010,0.155,15.988,15.833,6255,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 3235""]","[""Rural Lafourche"",""Golden Meadow""]","[""LAFOURCHE""]","[""02""]",2022,264
829-26,829-26_010,15.988,16.012,0.024,6255,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 3235""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,1
829-27,829-27_010,0,0.084,0.084,3859,low,URBAN 2-LANE,20,20,"[""BOLLINGER BRIDGE RD""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,0
829-28,829-28_010,0,3.132,3.132,13617,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 3087""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,49
829-28,829-28_010,3.132,3.151,0.019,13617,med,URBAN 2-LANE DIVIDED,27,27,"[""LA 3087""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,2
829-29,829-29_010,0,1.403,1.403,9183,low,URBAN 2-LANE,20,20,"[""LA 648""]","[""Rural Lafourche"",""Thibodaux""]","[""LAFOURCHE""]","[""02""]",2022,38
829-31,829-31_010,0,1.296,1.296,4238,low,URBAN 2-LANE,20,20,"[""3266 HWY""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,24
829-32,829-32_010,0,8.26,8.26,3305,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,115
829-32,829-32_011,0,8.432,8.432,,high,OTHER RURAL ROADS,42,42,"[""LA 3235 - PROPOSED LA 1 ""]","[""Rural Lafourche""]","[""LAFOURCHE""]","[""02""]",2022,115
829-32,829-32_011,8.432,8.802,0.37,,high,OTHER RURAL ROADS,42,42,"[""LA 3235 - PROPOSED LA 1 ""]","[""Golden Meadow""]","[""LAFOURCHE""]","[""02""]",2022,0
830-01,830-01_010,0,4.516,4.516,186,low,RURAL 2-LANE,19,19,"[""STATE RTE 771""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,1
830-03,830-03_010,0,1.892,1.892,129,low,RURAL 2-LANE,19,19,"[""LA 770""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,0
830-05,830-05_010,0,3.167,3.168,1622,low,RURAL 2-LANE,19,19,"[""LA 778""]","[""Rural LaSalle"",""Jena""]","[""LASALLE""]","[""58""]",2022,5
830-08,830-08_010,0,3.628,3.628,1628,low,RURAL 2-LANE,19,19,"[""LA 8""]","[""Jena"",""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,6
830-09,830-09_010,0,3.117,3.117,1537,low,RURAL 2-LANE,19,19,"[""LA 773""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,3
830-10,830-10_010,0,1.844,1.844,351,low,RURAL 2-LANE,19,19,"[""HWY 774""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,7
830-11,830-11_010,0,3.834,3.834,356,low,RURAL 2-LANE,19,19,"[""STATE RTE 776""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,1
830-14,830-14_010,0,1.657,1.656,254,low,RURAL 2-LANE,19,19,"[""LA 843""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,0
830-15,830-15_010,0,1.022,1.022,600,low,RURAL 2-LANE,19,19,"[""STATE RTE 777""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,0
830-16,830-16_010,0,3.671,3.671,429,low,RURAL 2-LANE,19,19,"[""LA 3071""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,1
830-17,830-17_010,0,1.028,1.028,3229,low,RURAL 2-LANE,19,19,"[""LA 3104""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,6
830-20,830-20_010,0,0.592,0.592,262,low,RURAL 2-LANE,19,19,"[""STATE RTE 125 SPUR""]","[""Rural LaSalle""]","[""LASALLE""]","[""58""]",2022,0
830-21,830-21_010,0,0.961,0.961,1236,low,RURAL 2-LANE,19,19,"[""E HARDTNER DR""]","[""Rural LaSalle"",""Urania""]","[""LASALLE""]","[""58""]",2022,0
831-03,831-03_010,0,4.489,4.49,288,low,RURAL 2-LANE,19,19,"[""HWY 822""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,4
831-04,831-04_010,0,6.559,6.559,184,low,RURAL 2-LANE,19,19,"[""HWY 822""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,6
831-05,831-05_010,0,1.742,1.742,1072,low,URBAN 2-LANE,20,20,"[""HWY 821""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,6
831-05,831-05_010,1.742,8.186,6.446,1072,low,RURAL 2-LANE,19,19,"[""HWY 821""]","[""Rural Lincoln"",""Choudrant""]","[""LINCOLN""]","[""05""]",2022,14
831-06,831-06_010,0,7.043,7.043,1568,low,RURAL 2-LANE,19,19,"[""HWY 822""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,3
831-07,831-07_010,0,2.663,2.664,8188,med,RURAL 2-LANE,19,19,"[""LA 150""]","[""Simsboro"",""Rural Lincoln"",""Grambling""]","[""LINCOLN""]","[""05""]",2022,8
831-07,831-07_010,2.663,7.122,4.46,8188,low,URBAN 2-LANE,20,20,"[""LA 150""]","[""Ruston"",""Grambling"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,51
831-07,831-07_010,7.122,8.748,1.626,8188,low,URBAN 4-LANE,22,22,"[""LA 150""]","[""Rural Lincoln"",""Ruston""]","[""LINCOLN""]","[""05""]",2022,76
831-07,831-07_010,8.748,8.836,0.088,8188,low,URBAN 2-LANE,20,20,"[""LA 150""]","[""Ruston""]","[""LINCOLN""]","[""05""]",2022,5
831-08,831-08_010,0,3.738,3.738,677,low,RURAL 2-LANE,19,19,"[""HWY 815""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,1
831-09,831-09_010,0,0.236,0.236,684,low,RURAL 2-LANE,19,19,"[""MAIN ST""]","[""Dubach""]","[""LINCOLN""]","[""05""]",2022,1
831-10,831-10_010,0,0.272,0.273,69,low,RURAL 2-LANE,19,19,"[""OAK ST""]","[""Choudrant""]","[""LINCOLN""]","[""05""]",2022,0
831-12,831-12_010,0,2.064,2.064,1704,low,URBAN 2-LANE,20,20,"[""LA 818""]","[""Rural Lincoln"",""Ruston""]","[""LINCOLN""]","[""05""]",2022,34
831-13,831-13_010,0,5.287,5.288,3433,low,URBAN 2-LANE,20,20,"[""LA 3061""]","[""Rural Jackson"",""Rural Lincoln"",""Ruston""]","[""JACKSON"",""LINCOLN""]","[""05""]",2022,37
831-14,831-14_010,0,3.315,3.315,1437,low,RURAL 2-LANE,19,19,"[""HWY 3072""]","[""Vienna"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,13
831-15,831-15_010,0,3.034,3.034,296,low,RURAL 2-LANE,19,19,"[""LA 3074""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,3
831-16,831-16_010,0,0.827,0.827,5192,low,URBAN 2-LANE,20,20,"[""RWE JONES DR""]","[""Grambling""]","[""LINCOLN""]","[""05""]",2022,1
831-16,831-16_010,0.827,1.35,0.523,5192,low,URBAN 4-LANE,22,22,"[""RWE JONES DR""]","[""Grambling""]","[""LINCOLN""]","[""05""]",2022,1
831-16,831-16_010,1.35,2.739,1.388,5192,low,URBAN 2-LANE,20,20,"[""RWE JONES DR""]","[""Grambling"",""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,25
831-18,831-18_010,0,0.446,0.446,95,low,RURAL 2-LANE,19,19,"[""HWY 797""]","[""Rural Lincoln""]","[""LINCOLN""]","[""05""]",2022,1
831-19,831-19_010,0,1.438,1.438,3291,low,URBAN 2-LANE,20,20,"[""LA 3012""]","[""Rural Lincoln"",""Ruston""]","[""LINCOLN""]","[""05""]",2022,16
831-19,831-19_010,1.438,1.751,0.314,7174,low,URBAN 2-LANE,20,20,"[""LA 544""]","[""Ruston""]","[""LINCOLN""]","[""05""]",2022,12
831-20,831-20_010,0,0.071,0.071,752,low,RURAL 2-LANE,19,19,"[""WYNN ST""]","[""Dubach""]","[""LINCOLN""]","[""05""]",2022,0
831-21,831-21_010,0,0.07,0.07,752,low,RURAL 2-LANE,19,19,"[""E HICO ST""]","[""Dubach""]","[""LINCOLN""]","[""05""]",2022,0
831-22,831-22_010,0,0.108,0.107,202,low,RURAL 2-LANE,19,19,"[""PECAN ST""]","[""Choudrant""]","[""LINCOLN""]","[""05""]",2022,0
831-23,831-23_010,0,0.064,0.064,78,low,RURAL 2-LANE,19,19,"[""GREEN ST""]","[""Choudrant""]","[""LINCOLN""]","[""05""]",2022,0
831-24,831-24_010,0,0.072,0.072,78,low,RURAL 2-LANE,19,19,"[""ALLEN ST""]","[""Choudrant""]","[""LINCOLN""]","[""05""]",2022,0
831-25,831-25_010,0,0.067,0.067,78,low,RURAL 2-LANE,19,19,"[""N DEPOT ST""]","[""Choudrant""]","[""LINCOLN""]","[""05""]",2022,0
832-01,832-01_010,0,6.885,6.885,601,low,RURAL 2-LANE,19,19,"[""LA 1036""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,12
832-02,832-02_010,0,0.561,0.56,7015,low,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,33
832-02,832-02_010,0.561,0.893,0.332,11852,med,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,9
832-02,832-02_010,0.893,2.365,1.472,7015,low,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,50
832-02,832-02_010,2.365,2.579,0.214,4598,low,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,9
832-02,832-02_010,2.579,2.868,0.289,11852,med,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,6
832-02,832-02_010,2.868,4.017,1.149,10039,med,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,44
832-02,832-02_010,4.017,5.559,1.542,11852,med,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,38
832-02,832-02_010,5.559,6.368,0.808,11989,high,RURAL 2-LANE,19,19,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,11
832-02,832-02_010,6.368,9.033,2.666,4770,low,RURAL 2-LANE,19,19,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,20
832-02,832-02_010,9.033,9.763,0.73,11989,high,RURAL 2-LANE,19,19,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,9
832-04,832-04_010,0,4.007,4.008,588,low,RURAL 2-LANE,19,19,"[""REINNINGER RD""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,31
832-05,832-05_010,0,0.657,0.657,7015,low,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,59
832-05,832-05_010,0.657,1.243,0.585,11852,med,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,13
832-05,832-05_010,1.243,3.034,1.792,7015,low,URBAN 2-LANE,20,20,"[""LA 1019""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,93
832-06,832-06_010,0,1.821,1.82,2194,low,URBAN 2-LANE,20,20,"[""FORE RD""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,15
832-08,832-08_010,0,4.457,4.457,426,low,RURAL 2-LANE,19,19,"[""LA 1036""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,28
832-10,832-10_010,0,5.389,5.389,1020,low,URBAN 2-LANE,20,20,"[""LA 1024""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,217
832-10,832-10_010,5.389,12.561,7.173,1020,low,RURAL 2-LANE,19,19,"[""LA 1024""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,94
832-11,832-11_010,0,1.174,1.175,15256,med,URBAN 2-LANE,20,20,"[""HATCHELL LN""]","[""Denham Springs""]","[""LIVINGSTON""]","[""62""]",2022,113
832-12,832-12_010,0,10.296,10.295,9267,low,URBAN 2-LANE,20,20,"[""LA 1032""]","[""Denham Springs"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,183
832-13,832-13_010,0,1.195,1.195,9389,low,URBAN 2-LANE,20,20,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,25
832-13,832-13_010,1.195,1.697,0.503,7758,low,URBAN 2-LANE,20,20,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,20
832-13,832-13_010,1.697,2.049,0.352,8982,low,URBAN 2-LANE,20,20,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,12
832-13,832-13_010,2.049,2.618,0.569,7758,low,URBAN 2-LANE,20,20,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,52
832-13,832-13_010,2.618,2.661,0.043,9389,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,8
832-13,832-13_010,2.661,2.778,0.117,9389,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,8
832-13,832-13_010,2.778,2.815,0.037,9389,low,URBAN 4-LANE,22,22,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2023,1
832-13,832-13_010,2.815,3.589,0.773,9389,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1026""]","[""Denham Springs"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,157
832-13,832-13_010,3.589,3.63,0.041,9389,low,URBAN 4-LANE,22,22,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,9
832-13,832-13_010,3.63,4.444,0.815,9389,low,URBAN 2-LANE,20,20,"[""LA 1026""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,152
832-14,832-14_010,0,0.69,0.69,12518,low,URBAN 4-LANE,22,22,"[""VINCENT RD""]","[""Rural Livingston"",""Denham Springs""]","[""LIVINGSTON""]","[""62""]",2022,62
832-14,832-14_010,0.69,1.54,0.85,12518,med,URBAN 2-LANE,20,20,"[""VINCENT RD""]","[""Denham Springs"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,22
832-15,832-15_010,0,0.412,0.412,8568,low,URBAN 2-LANE,20,20,"[""COCKERHAM RD""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,36
832-17,832-17_010,0,1.399,1.4,2876,low,URBAN 2-LANE,20,20,"[""HWY 1033 ""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,9
832-18,832-18_010,0,8.864,8.863,3782,low,RURAL 2-LANE,19,19,"[""HWY 444 ""]","[""Rural Livingston"",""French Settlement""]","[""LIVINGSTON""]","[""62""]",2022,82
832-19,832-19_010,0,5.928,5.928,3782,low,RURAL 2-LANE,19,19,"[""HWY 444 ""]","[""Killian"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,19
832-20,832-20_010,0,5.355,5.355,1668,low,RURAL 2-LANE,19,19,"[""LA 1037""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,19
832-20,832-20_010,5.355,7.531,2.176,1668,low,URBAN 2-LANE,20,20,"[""LA 1037""]","[""Springfield"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,9
832-21,832-21_010,0,3.417,3.417,752,low,RURAL 2-LANE,19,19,"[""LA 1039""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,10
832-22,832-22_010,0,0.617,0.617,2260,low,URBAN 2-LANE,20,20,"[""LA 1259""]","[""Denham Springs""]","[""LIVINGSTON""]","[""62""]",2022,3
832-23,832-23_010,0,1.324,1.324,7190,low,URBAN 2-LANE,20,20,"[""LA 1040""]","[""Albany"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,20
832-24,832-24_010,0,0.639,0.639,282,low,URBAN 2-LANE,20,20,"[""LA 1037""]","[""Springfield""]","[""LIVINGSTON""]","[""62""]",2022,3
832-25,832-25_010,0,1.586,1.588,1931,low,URBAN 2-LANE,20,20,"[""CORBIN AVE""]","[""Walker"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,11
832-26,832-26_010,0,1.003,1.004,2854,low,URBAN 2-LANE,20,20,"[""HWY 1064 ""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,8
832-27,832-27_010,0,0.909,0.909,1682,low,URBAN 2-LANE,20,20,"[""CARTER CEMETERY RD""]","[""Springfield"",""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,5
832-29,832-29_010,0,6.266,6.264,7211,low,URBAN 2-LANE,20,20,"[""ARNOLD RD""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,256
832-30,832-30_010,0,0.693,0.693,290,low,URBAN 2-LANE,20,20,"[""LA 1024""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,3
832-31,832-31_010,0,1.813,1.813,683,low,URBAN 2-LANE,20,20,"[""OLD RIVER RD""]","[""Rural Livingston""]","[""LIVINGSTON""]","[""62""]",2022,16
832-32,832-32_010,0,0.438,0.438,29764,med,URBAN 4-LANE,22,22,"[""S RANGE AVE""]","[""Rural Livingston"",""Denham Springs""]","[""LIVINGSTON""]","[""62""]",2022,161
832-32,832-32_010,0.438,0.479,0.041,29764,med,URBAN 4-LANE CONT TURN,39,39,"[""S RANGE AVE""]","[""Denham Springs""]","[""LIVINGSTON""]","[""62""]",2022,30
832-32,832-32_010,0.479,0.757,0.279,29764,med,URBAN 4-LANE DIVIDED,24,24,"[""S RANGE AVE""]","[""Denham Springs""]","[""LIVINGSTON""]","[""62""]",2022,168
