HighwayClassDescription,HighwayClassCode,ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,RouteNames,DOTDDistricts,Parishes,Fatal,Serious,Minor,Possible,PDO,TL_5y,FI_5y,FSM_5y,TLCpY,TLCpMpY,PredTL,PredTLpMpY,PSI_Limit_TL,Expected_TL,PSI_Limit_TL_Low,TLCr_Delta,TL_LOSS,TL_Rank,FICpY,FICpMpY,PredFI,PredFIpMpY,PSI_Limit_FI,Expected_FI,PSI_Limit_FI_Low,FICr_Delta,FI_LOSS,FI_Rank,HPSI_Rank
URBAN 2-LANE,20,803-32,803-32_010,1.133,1.706,0.57272577,2713,"[""LA 938""]","[""61""]","[""ASCENSION""]",2,1,3,7,9,22,13,6,4.4,7.68255984,8.010129667,2.797195477,4.457173406,7.319682712,0.71261195,4.522487234,LOSS 4,308,2.6,4.539694451,2.771514854,0.967833123,1.523505708,3.795570866,0.280472736,2.827737743,LOSS 4,125,74
URBAN 2-LANE,20,832-05,832-05_010,0,0.657,0.65718066,6698,"[""LA 1019""]","[""62""]","[""LIVINGSTON""]",2,0,4,10,36,52,16,6,10.4,15.8251766,18.71575704,5.695772314,9.075892298,15.44115866,1.451051759,9.745386349,LOSS 4,180,3.2,4.869285106,6.256845324,1.904147734,2.997396836,4.519475376,0.551811579,2.615327641,LOSS 4,134,75
URBAN 2-LANE,20,260-01,260-01_010,6.535,7.137,0.601863,6837,"[""LA 42""]","[""61""]","[""ASCENSION""]",0,0,6,8,17,31,14,6,6.2,10.30134765,17.41963691,5.788572122,9.223763563,10.13290326,1.474693386,4.344331143,LOSS 4,314,2.8,4.652221519,5.818974136,1.933654049,3.043843933,4.33582509,0.560362347,2.402171041,LOSS 4,147,76
URBAN 2-LANE,20,803-23,803-23_010,0,1.214,1.21411012,2244,"[""LA 939""]","[""61""]","[""ASCENSION""]",1,1,4,11,68,85,17,6,17,14.00202479,14.62492096,2.409158893,3.83885897,13.01405006,0.613755968,10.60489117,LOSS 4,168,3.4,2.800404958,5.096770293,0.839589459,1.32163211,2.344035912,0.243308424,1.504446454,LOSS 4,214,77
URBAN 2-LANE,20,853-09,853-09_010,0,1.798,1.79841946,5611,"[""HWY 1064 ""]","[""62""]","[""TANGIPAHOA""]",0,2,4,21,48,75,27,6,15,8.340657079,44.55563835,4.954977339,7.895477239,8.193943665,1.262327247,3.238966326,LOSS 4,363,5.4,3.002636548,14.9963254,1.667722768,2.625230626,2.825783023,0.483296919,1.158060255,LOSS 4,262,78
URBAN 2-LANE,20,824-19,824-19_010,0,1.706,1.70590086,3776,"[""HWY 3115 ""]","[""61""]","[""IBERVILLE""]",0,0,6,13,16,35,19,6,7,4.103403758,30.94733238,3.628268572,5.781441562,4.075724413,0.924335666,0.447455841,LOSS 3,588,3.8,2.22756204,10.57428903,1.239730781,1.951510932,2.05921045,0.359267187,0.819479669,LOSS 4,309,79
URBAN 2-LANE,20,123-04,123-04_010,9.597,11.886,2.28889787,432,"[""LA 34""]","[""08""]","[""WINN""]",0,3,3,5,5,16,11,6,3.2,1.398052767,7.5411264,0.658930789,1.04996909,1.210260837,0.167868838,0.551330048,LOSS 4,570,2.2,0.961161277,2.796846874,0.244383719,0.384694409,0.595373733,0.070821063,0.350990014,LOSS 4,454,80
URBAN 2-LANE,20,265-02,265-02_010,1.82,2.001,0.18123734,12812,"[""LA 44""]","[""61""]","[""ASCENSION""]",0,0,5,7,17,29,12,5,5.8,32.0022353,8.5979258,9.488029122,15.11863988,31.48196152,2.417164976,21.9939324,LOSS 4,79,2.4,13.24230426,2.803759771,3.094019997,4.870423435,12.47047379,0.89663004,9.376453788,LOSS 4,26,81
URBAN 2-LANE,20,803-08,803-08_010,2.291,2.937,0.64538595,6723,"[""LA 621""]","[""61""]","[""ASCENSION""]",0,0,5,19,68,92,24,5,18.4,28.51007215,18.43381355,5.712492981,9.102535738,27.64822258,1.455311507,21.9357296,LOSS 4,80,4.8,7.437410126,6.16171238,1.909465919,3.005768408,6.786857895,0.55335276,4.877391976,LOSS 4,64,82
URBAN 2-LANE,20,005-05,005-05_010,7.633,10.912,3.27895436,4250,"[""LA 182""]","[""02""]","[""TERREBONNE"",""LAFOURCHE""]",2,0,3,82,180,267,87,5,53.4,16.28567956,65.28515412,3.982071536,6.345206653,15.62920907,1.01447031,11.64713753,LOSS 4,154,17.4,5.306569744,22.20701481,1.354518079,2.132202314,4.681083595,0.392531917,3.326565515,LOSS 4,104,83
URBAN 2-LANE,20,216-03,216-03_010,0,1.36,1.35985282,10894,"[""LA 89-1""]","[""03""]","[""LAFAYETTE""]",0,0,5,37,45,87,42,5,17.4,12.79550238,56.78369306,8.351446895,13.30756013,12.67919551,2.127609925,4.327748619,LOSS 3,315,8.4,6.177139082,18.63291491,2.740431117,4.313824716,5.884902131,0.794161921,3.144471014,LOSS 4,116,84
URBAN 2-LANE,20,032-02,032-02_010,9.891,10.936,1.04532993,10876,"[""LA 182""]","[""03""]","[""ST. LANDRY""]",1,1,3,22,38,65,27,5,13,12.43626498,43.59333049,8.340587835,13.29025683,12.32893974,2.124843477,3.988351903,LOSS 3,326,5.4,5.165833145,14.3055584,2.737041768,4.308489403,4.959069373,0.793179706,2.222027604,LOSS 4,158,85
URBAN 2-LANE,20,094-01,094-01_010,4.05,4.655,0.60489587,9246,"[""LA 173""]","[""04""]","[""CADDO""]",1,1,3,7,12,24,12,5,4.8,7.935250079,22.20061569,7.340309891,11.69637028,7.917598496,1.870013229,0.577288604,LOSS 3,564,2.4,3.967625039,7.330883354,2.423849696,3.815480952,3.820836227,0.70241836,1.396986531,LOSS 4,231,86
URBAN 2-LANE,20,823-02,823-02_010,2.572,4.063,1.49098009,3407,"[""LA 675""]","[""03""]","[""IBERIA""]",0,2,3,16,30,51,21,5,10.2,6.84113763,24.94600936,3.346256536,5.332071271,6.621460815,0.852490438,3.275204279,LOSS 4,360,4.2,2.816939024,8.557075098,1.147845656,1.806870799,2.513847259,0.332639381,1.366001603,LOSS 4,235,87
URBAN 2-LANE,20,407-04,407-04_010,12.981,14.887,1.90567217,7925,"[""LA 308""]","[""02""]","[""LAFOURCHE""]",0,0,5,29,106,140,34,5,28,14.69297838,61.95145447,6.501795581,10.36024496,14.41965333,1.656393794,7.917857745,LOSS 4,206,6.8,3.56829475,20.57818644,2.15967749,3.399636676,3.419702339,0.625862702,1.260024849,LOSS 4,246,88
URBAN 2-LANE,20,030-32,030-32_010,0,1.068,1.06800031,4726,"[""S COLUMBIA ST"",""LA 3124""]","[""62""]","[""WASHINGTON""]",1,0,4,10,18,33,15,5,6.6,6.179773487,23.11678119,4.328983985,6.897992097,6.088546409,1.102849531,1.759562424,LOSS 3,435,3,2.808987949,7.831573674,1.466586405,2.308613649,2.610360594,0.425008703,1.143774189,LOSS 4,268,89
URBAN 2-LANE,20,810-07,810-07_010,2.117,3.19,1.07278276,3267,"[""OPELOUSAS ST""]","[""07""]","[""CALCASIEU""]",1,0,4,8,20,33,13,5,6.6,6.152224146,17.36610407,3.237580751,5.158902529,5.963268222,0.824804255,2.725687472,LOSS 4,388,2.6,2.423603452,5.966484119,1.112337808,1.750976443,2.179304966,0.322349401,1.066967158,LOSS 4,278,90
URBAN 2-LANE,20,063-10,063-10_010,4.578,5.927,1.34880331,3265,"[""LA 18""]","[""61""]","[""ASCENSION""]",1,0,4,8,20,33,13,5,6.6,4.893226426,21.82378009,3.236021135,5.156417369,4.785741617,0.824406929,1.549720483,LOSS 3,459,2.6,1.927634653,7.498185179,1.111827814,1.75017364,1.775587082,0.322201608,0.663759268,LOSS 4,347,91
URBAN 2-LANE,20,228-07,228-07_010,0,2.61,2.61078661,1113,"[""LA 986"",""LA 76""]","[""61""]","[""WEST BATON ROUGE""]",0,0,5,8,28,41,13,5,8.2,3.140815863,18.11292824,1.387545667,2.210975849,2.89670221,0.353490356,1.509156543,LOSS 4,463,2.6,0.995868444,6.482006025,0.496555789,0.781648779,0.826591114,0.143899147,0.330035325,LOSS 4,463,92
RURAL 4-LANE,21,056-02,056-02_010,6.183,7.728,1.54525559,6267,"[""LA 31""]","[""03""]","[""ST. MARTIN""]",0,1,7,13,39,60,21,8,12,7.765705607,11.22109858,1.452329136,2.240228375,6.659848991,0.497623942,5.207519855,LOSS 4,6,4.2,2.717996963,3.730610237,0.482847014,0.669465223,1.349506655,0.272437138,0.866659641,LOSS 4,2,1
RURAL 4-LANE,21,060-03,060-03_010,11.332,12.574,1.24207769,9053,"[""LA 67""]","[""61""]","[""EAST FELICIANA""]",1,0,6,8,17,32,15,7,6.4,5.152656755,11.55893344,1.861225514,2.870954046,4.684781255,0.637727602,2.82355574,LOSS 4,12,3,2.415307854,3.534466002,0.569121566,0.789084503,1.358201524,0.321115894,0.789079958,LOSS 4,3,2
URBAN 4-LANE,22,828-39,828-39_010,0,3.366,3.36630694,43246,"[""AMBASSADOR CAFFERY PKWY""]","[""03""]","[""LAFAYETTE""]",0,12,100,442,1673,2227,554,112,445.4,132.3111671,1321.51245,78.51407932,118.5653053,132.0577226,30.84767773,53.54364332,LOSS 4,44,110.8,32.91440798,302.4295799,17.96803353,26.90331701,32.58916222,7.402780158,14.62112869,LOSS 4,29,1
URBAN 4-LANE,22,808-07,808-07_010,2.35,3.459,1.1091665,12487,"[""LA 3105""]","[""04""]","[""BOSSIER""]",0,3,38,139,379,559,180,41,111.8,100.7964088,96.51622257,17.40337859,26.28110669,99.05282794,6.837675723,81.64944936,LOSS 4,30,36,32.45680428,27.88656161,5.028381513,7.528934185,30.43710843,2.071679287,25.40872692,LOSS 4,17,2
URBAN 4-LANE,22,002-01,002-01_010,1.003,2.99,1.98691167,16328,"[""US 80""]","[""05""]","[""OUACHITA""]",3,1,35,119,310,468,158,39,93.6,47.10828439,239.5058102,24.10835004,36.40638605,46.75911371,9.472015961,22.65076367,LOSS 4,85,31.6,15.90407892,65.7879356,6.622129871,9.915234124,15.3757306,2.728299206,8.75360073,LOSS 4,48,3
URBAN 4-LANE,22,013-04,013-04_010,0,1.875,1.87547035,11507,"[""US 61 BUS""]","[""61""]","[""EAST BATON ROUGE""]",5,7,26,70,219,327,108,38,65.4,34.87125243,147.7626287,15.75739426,23.79548073,34.43083712,6.190979048,18.67344286,LOSS 4,101,21.6,11.51711089,43.35692468,4.623578792,6.922828019,10.96859902,1.904901685,6.345020226,LOSS 4,64,4
URBAN 4-LANE,22,808-07,808-07_010,0.504,1.958,1.45395534,12487,"[""LA 3105""]","[""04""]","[""BOSSIER""]",1,5,23,101,268,398,130,29,79.6,54.74721115,126.5186761,17.40337859,26.28110669,53.96642656,6.837675723,36.56304797,LOSS 4,67,26,17.8822549,36.55521076,5.028381513,7.528934185,16.93575809,2.071679287,11.90737657,LOSS 4,35,5
URBAN 4-LANE,22,265-01,265-01_010,5.102,6.611,1.50860757,18955,"[""LA 44""]","[""61""]","[""ASCENSION""]",1,1,23,98,462,585,123,25,117,77.55496017,217.9718293,28.89708811,43.63793224,76.93712636,11.35348041,48.04003825,LOSS 4,52,24.6,16.30642752,58.21408641,7.717591714,11.55545575,15.88351108,3.179626458,8.165919361,LOSS 4,51,6
URBAN 4-LANE,22,195-04,195-04_010,0,1.337,1.33725369,13454,"[""LA 385""]","[""07""]","[""CALCASIEU""]",0,3,21,87,352,463,111,24,92.6,69.24639707,127.4056678,19.0548239,28.77497937,68.28620202,7.486517983,49.23137812,LOSS 4,49,22.2,16.60118807,36.29708735,5.428601562,8.128178774,15.83498622,2.236568841,10.40638466,LOSS 4,42,7
URBAN 4-LANE,22,832-32,832-32_010,0.757,2.178,1.42093423,23465,"[""S RANGE AVE""]","[""62""]","[""LIVINGSTON""]",0,1,23,100,394,518,124,24,103.6,72.90977852,266.0147807,37.44223696,56.54209149,72.56119866,14.71081453,35.1189617,LOSS 4,70,24.8,17.45330605,68.24988111,9.60633922,14.38345431,17.13985407,3.95778521,7.533514855,LOSS 4,56,8
URBAN 4-LANE,22,027-04,027-04_010,0.536,2.562,2.02551313,9180,"[""US 79""]","[""04""]","[""WEBSTER""]",1,2,17,45,156,221,65,20,44.2,21.82163095,121.250455,11.97231982,18.07958225,21.52509744,4.703847599,9.552777623,LOSS 4,127,13,6.418126749,37.12831455,3.666065058,5.489154407,6.147576801,1.510408672,2.481511743,LOSS 4,116,9
URBAN 4-LANE,22,404-02,404-02_010,0.42,1.639,1.21937247,14991,"[""LA 328""]","[""03""]","[""ST. MARTIN""]",0,1,18,46,203,268,65,19,53.6,43.95703636,132.4948521,21.73164564,32.8172886,43.58334335,8.538224062,21.85169771,LOSS 4,89,13,10.66122151,36.98472735,6.066190317,9.082832624,10.3771736,2.499253646,4.310983281,LOSS 4,82,10
URBAN 4-LANE,22,060-01,060-01_010,1.351,3.325,1.97384198,1324,"[""LA 67""]","[""61""]","[""EAST BATON ROUGE""]",1,1,17,50,118,187,69,19,37.4,18.94781871,11.19522981,1.134359278,1.713013198,14.55193774,0.445682478,13.41757846,LOSS 4,116,13.8,6.991441128,4.94384206,0.500935952,0.750045279,4.110981596,0.206384228,3.610045644,LOSS 4,92,11
URBAN 4-LANE,22,810-24,810-24_010,0.55,2.645,2.0954647,3877,"[""US 90 BUS""]","[""07""]","[""CALCASIEU""]",0,2,17,41,147,207,60,19,41.4,19.75695415,43.95174453,4.194940103,6.334842851,18.49047765,1.648165037,14.29553755,LOSS 4,112,12,5.726653377,15.84014099,1.511849948,2.263674451,4.845353803,0.622878001,3.333503855,LOSS 4,100,12
URBAN 4-LANE,22,268-01,268-01_010,8.444,9.03,0.58639245,25543,"[""LA 447""]","[""62""]","[""LIVINGSTON""]",1,1,15,56,259,332,73,17,66.4,113.2347458,121.6802073,41.50128716,62.67172494,112.5980809,16.3055893,71.09679378,LOSS 4,33,14.6,24.89800133,30.72536623,10.47945492,15.69075978,24.3682675,4.317506467,13.88881257,LOSS 4,31,13
URBAN 4-LANE,22,010-06,010-06_010,13.29,14.661,1.37082364,14700,"[""US 71""]","[""04""]","[""BOSSIER""]",1,2,14,49,141,207,66,17,41.4,30.20082146,145.4454788,21.22015911,32.04488501,30.0462455,8.337264289,8.826086386,LOSS 3,131,13.2,9.629247421,40.75010669,5.94534636,8.901894445,9.397185103,2.44946627,3.451838743,LOSS 4,94,14
URBAN 4-LANE,22,044-01,044-01_010,0.9,1.661,0.76109001,22364,"[""LA 3""]","[""04""]","[""BOSSIER""]",0,1,15,51,176,243,67,16,48.6,63.85578494,134.4139519,35.32143377,53.33943434,63.55868234,13.87756458,28.23724857,LOSS 4,76,13.4,17.60632754,34.79862527,9.144417826,13.69182505,17.25195178,3.767474873,8.107533954,LOSS 4,53,15
URBAN 4-LANE,22,026-10,026-10_010,8.335,9.808,1.47345727,8617,"[""LA 15""]","[""05""]","[""OUACHITA""]",0,2,14,46,69,131,62,16,26.2,17.78130967,81.66896222,11.08535196,16.7401586,17.56410733,4.355363623,6.478755361,LOSS 4,139,12.4,8.415581675,25.30878617,3.435292857,5.143622011,7.896516902,1.415331163,4.461224046,LOSS 4,79,16
URBAN 4-LANE,22,808-07,808-07_010,4.113,4.271,0.15769021,30104,"[""LA 3105""]","[""04""]","[""BOSSIER""]",0,0,14,51,95,160,65,14,32,202.9295287,39.93297418,50.6473727,76.4833678,201.8202533,19.89902759,151.1728806,LOSS 4,9,13,82.44012104,9.777642309,12.40107716,18.56798128,80.2531892,5.109209518,67.85211204,LOSS 4,5,17
URBAN 4-LANE,22,808-07,808-07_010,3.696,3.993,0.29650741,22558,"[""LA 3105""]","[""04""]","[""BOSSIER""]",0,0,14,36,106,156,50,14,31.2,105.2250262,52.91704432,35.69357293,53.90140735,104.5085279,14.02377566,68.81495493,LOSS 4,35,10,33.72596995,13.67755111,9.225773556,13.81363799,32.70860009,3.800993208,23.48282654,LOSS 4,22,18
URBAN 4-LANE,22,853-36,853-36_010,2.03,2.84,0.80999918,16099,"[""US 51 BUS""]","[""62""]","[""TANGIPAHOA""]",0,1,13,56,118,188,70,14,37.6,46.41980008,95.97775948,23.69823621,35.78706692,46.06897812,9.310884871,22.37074191,LOSS 4,86,14,17.28396811,26.43362591,6.52682782,9.772539529,16.66322387,2.689035024,10.13639605,LOSS 4,43,19
URBAN 4-LANE,22,017-04,017-04_010,0.41,0.88,0.470303,18109,"[""US 51""]","[""62""]","[""TANGIPAHOA""]",0,4,10,17,73,104,31,14,20.8,44.22680697,64.28705314,27.33856817,41.28438759,44.00030761,10.74114793,16.66173944,LOSS 4,106,6.2,13.18299054,17.31746852,7.364387862,11.02660794,12.88344718,3.034107447,5.519059319,LOSS 4,72,20
URBAN 4-LANE,22,195-04,195-04_010,1.515,2.54,1.02489738,13454,"[""LA 385""]","[""07""]","[""CALCASIEU""]",0,0,13,48,195,256,61,13,51.2,49.95622098,97.64619543,19.0548239,28.77497937,49.36505863,7.486517983,30.31023473,LOSS 4,74,12.2,11.90363078,27.81879759,5.428601562,8.128178774,11.45958147,2.236568841,6.030979907,LOSS 4,67,21
URBAN 4-LANE,22,053-09,053-09_010,8.766,9.055,0.28867822,6266,"[""LA 1""]","[""04""]","[""CADDO""]",0,2,10,29,129,170,41,12,34,117.7781961,10.85970038,7.523740714,11.36171528,112.5884575,2.956029426,105.0647168,LOSS 4,21,8.2,28.40532964,3.574212512,2.4762606,3.707674734,24.80173712,1.020212524,22.32547652,LOSS 4,23,22
URBAN 4-LANE,22,024-06,024-06_010,16.864,17.642,0.77793205,16607,"[""US 171""]","[""08""]","[""VERNON""]",0,0,12,52,147,211,64,12,42.2,54.24638309,95.72320479,24.60965705,37.1634174,53.80548557,9.668976269,29.19582852,LOSS 4,75,12.8,16.45387923,26.20963505,6.738283904,10.08915014,15.90984616,2.776154346,9.171562255,LOSS 4,47,23
URBAN 4-LANE,22,056-07,056-07_010,8.599,9.256,0.65771961,16299,"[""LA 31""]","[""03""]","[""ST. LANDRY""]",0,0,11,55,186,252,66,11,50.4,76.62839793,79.11165389,24.05634641,36.32785458,75.82858271,9.45158407,51.7722363,LOSS 4,46,13.2,20.06934231,21.73782797,6.610059252,9.897160934,19.30189199,2.723326144,12.69183274,LOSS 4,33,24
URBAN 4-LANE,22,032-02,032-02_010,12.1,13.158,1.05813512,10876,"[""LA 182""]","[""03""]","[""ST. LANDRY""]",0,3,8,43,168,222,54,11,44.4,41.96061463,77.84272328,14.7131915,22.21861426,41.28932895,5.780718488,26.57613745,LOSS 4,80,10.8,10.20663599,23.08530733,4.363394976,6.533257971,9.716297388,1.797706671,5.352902412,LOSS 4,73,25
URBAN 4-LANE,22,254-02,254-02_010,0,0.224,0.22437851,20893,"[""LA 37""]","[""61""]","[""EAST BATON ROUGE""]",0,1,9,37,83,130,47,10,26,115.8756246,36.48622654,32.52203301,49.11201667,114.9338774,12.77769799,82.41184438,LOSS 4,29,9.4,41.89349506,9.567580176,8.528071763,12.76897763,40.39972079,3.513541998,31.87164902,LOSS 4,12,26
URBAN 4-LANE,22,828-43,828-43_010,0,0.531,0.53082758,10021,"[""LA 94""]","[""03""]","[""LAFAYETTE""]",0,2,8,19,65,94,29,10,18.8,35.41639641,35.35046969,13.31900264,20.11322845,34.8165506,5.232950632,21.49754796,LOSS 4,93,5.8,10.92633506,10.64699488,4.011470119,6.006325183,10.29977683,1.652714603,6.28830671,LOSS 4,65,27
URBAN 4-LANE,22,060-01,060-01_010,4.476,5.377,0.90132082,1324,"[""LA 67""]","[""61""]","[""EAST BATON ROUGE""]",1,2,7,19,90,119,29,10,23.8,26.40569204,5.112108172,1.134359278,1.713013198,20.16940923,0.445682478,19.03504995,LOSS 4,98,5.8,6.435000581,2.257520016,0.500935952,0.750045279,3.801487077,0.206384228,3.300551125,LOSS 4,101,28
URBAN 4-LANE,22,025-08,025-08_010,11.58,12.013,0.43295629,14480,"[""US 171""]","[""04""]","[""CADDO""]",0,2,7,25,36,70,34,9,14,32.33582771,45.10298893,20.83489256,31.46308814,32.13427627,8.185895534,11.29938371,LOSS 4,120,6.8,15.70597346,12.67268625,5.854025704,8.765161143,15.07630094,2.411842412,9.222275233,LOSS 4,46,29
URBAN 4-LANE,22,262-07,262-07_010,2.935,3.323,0.38791231,7170,"[""LA 16""]","[""62""]","[""TANGIPAHOA""]",0,0,9,11,41,61,20,9,12.2,31.45040692,17.19261076,8.864173846,13.38592374,30.54155936,3.482676999,21.67738552,LOSS 4,90,4,10.31160883,5.516223961,2.844057185,4.258372065,9.391452668,1.1717437,6.547395483,LOSS 4,63,30
URBAN 4-LANE,22,808-07,808-07_010,3.459,3.696,0.23702173,16759,"[""LA 3105""]","[""04""]","[""BOSSIER""]",0,1,7,36,88,132,44,8,26.4,111.3821927,29.48967988,24.88352429,37.57698849,110.1093298,9.776576951,85.22580547,LOSS 4,27,8.8,37.12739756,8.060617018,6.801584832,10.18392984,35.4442046,2.802234154,28.64261977,LOSS 4,15,31
URBAN 4-LANE,22,010-06,010-06_010,12.448,12.696,0.24820428,21561,"[""US 71""]","[""04""]","[""BOSSIER""]",0,0,8,15,18,41,23,8,8.2,33.03730298,41.9320317,33.78832283,51.02426019,33.04547363,13.27521513,-0.742849201,LOSS 2,193,4.6,18.53312119,10.93072264,8.807843794,13.18787687,18.110949,3.628807301,9.303105207,LOSS 4,45,32
URBAN 4-LANE,22,262-07,262-07_010,2.519,2.935,0.41591846,6788,"[""LA 16""]","[""62""]","[""TANGIPAHOA""]",0,0,8,17,51,76,25,8,15.2,36.54562483,17.24609364,8.293016685,12.52341062,35.3338286,3.258273017,27.04081192,LOSS 4,79,5,12.02158712,5.590937823,2.688477844,4.025425019,10.81361835,1.107645442,8.125140504,LOSS 4,52,33
URBAN 4-LANE,22,296-03,296-03_010,8.61,9.2,0.58958849,10744,"[""LA 544""]","[""05""]","[""LINCOLN""]",0,0,8,27,86,121,35,8,24.2,41.0455774,42.73444697,14.49636405,21.89117983,40.38195445,5.695528375,25.8855904,LOSS 4,81,7,11.87268768,12.70272761,4.309014787,6.451835179,11.23064798,1.775302184,6.92163319,LOSS 4,61,34
URBAN 4-LANE,22,828-12,828-12_010,2.36,2.508,0.14824297,13861,"[""LA 339""]","[""03""]","[""LAFAYETTE""]",0,2,5,12,78,97,19,7,19.4,130.8662394,14.64463634,19.75761325,29.83627226,128.8148764,7.762639407,109.0572631,LOSS 4,18,3.8,25.63359328,4.148778386,5.597268304,8.380721425,24.29817354,2.306059072,18.70090524,LOSS 4,24,35
URBAN 4-LANE,22,268-01,268-01_010,9.03,9.659,0.62878181,14800,"[""LA 447""]","[""62""]","[""LIVINGSTON""]",0,2,5,36,180,223,43,7,44.6,70.93080508,67.26609437,21.39568712,32.30995253,70.08507747,8.406228116,48.68939035,LOSS 4,51,8.6,13.67724044,18.82216507,5.986866915,8.964062664,13.19594535,2.466572623,7.209078433,LOSS 4,58,36
URBAN 4-LANE,22,053-04,053-04_010,13.991,14.146,0.15630487,15648,"[""LA 1 BUS""]","[""08""]","[""NATCHITOCHES""]",0,1,5,23,78,107,29,6,21.4,136.9119209,17.89235173,22.89417051,34.57283509,135.090641,8.994972621,112.1964705,LOSS 4,16,5.8,37.10696922,4.954265392,6.339233565,9.491656943,35.28208289,2.61174671,28.94284933,LOSS 4,14,37
URBAN 4-LANE,22,828-45,828-45_010,1.871,2.179,0.30846575,23603,"[""LA 3184""]","[""03""]","[""LAFAYETTE""]",0,0,6,28,103,137,34,6,27.4,88.82671739,58.1605237,37.70955038,56.94576555,88.3278574,14.81584026,50.61830703,LOSS 4,47,6.8,22.0445868,14.9054837,9.664271445,14.47019552,21.55289415,3.981653127,11.88862271,LOSS 4,36,38
URBAN 4-LANE,22,832-32,832-32_010,0.168,0.438,0.269806,23465,"[""S RANGE AVE""]","[""62""]","[""LIVINGSTON""]",1,0,5,19,104,129,25,6,25.8,95.62426336,50.51070092,37.44223696,56.54209149,95.05244243,14.71081453,57.61020548,LOSS 4,41,5,18.53183398,12.9592398,9.60633922,14.38345431,18.17529953,3.95778521,8.568960314,LOSS 4,50,39
URBAN 4-LANE,22,831-07,831-07_010,7.122,8.748,1.62599996,3995,"[""LA 150""]","[""05""]","[""LINCOLN""]",0,2,4,20,58,84,26,6,16.8,10.33210358,35.37228423,4.350834576,6.570261464,9.861401494,1.709414974,5.510566919,LOSS 4,148,5.2,3.198032059,12.67604376,1.559169012,2.334524706,2.86362985,0.642373324,1.304460838,LOSS 4,135,40
URBAN 4-LANE,22,254-01,254-01_010,1.49,1.688,0.19817764,23190,"[""LA 37""]","[""61""]","[""EAST BATON ROUGE""]",0,1,4,21,58,84,26,5,16.8,84.77242942,36.57420612,36.91052746,55.7391489,84.29532745,14.50190929,47.38479999,LOSS 4,53,5.2,26.2390853,9.404437947,9.490917287,14.21063446,25.56226198,3.910231693,16.07134469,LOSS 4,27,41
URBAN 4-LANE,22,054-05,054-05_010,0,0.756,0.75600017,4775,"[""LA 26""]","[""07""]","[""JEFFERSON DAVIS""]",0,0,5,9,44,58,14,5,11.6,15.34391189,20.43268906,5.405472082,8.162885602,14.70457491,2.12377528,9.299102825,LOSS 4,130,2.8,3.703702871,7.079454802,1.87287122,2.804227188,3.381697808,0.771617767,1.508826588,LOSS 4,133,42
RURAL 4-LANE DIVIDED,23,008-03,008-03_010,0,11.187,11.18707962,8000,"[""US 190""]","[""61""]","[""POINTE COUPEE""]",4,3,19,36,99,161,62,26,32.2,2.878320446,71.75579072,1.282833289,1.688376953,2.102851695,0.837024231,0.820018406,LOSS 4,33,12.4,1.108421538,29.43298656,0.526196068,0.696539581,0.708978609,0.338449674,0.18278254,LOSS 4,26,1
RURAL 4-LANE DIVIDED,23,008-02,008-02_010,0,8.727,8.7269464,8000,"[""US 190""]","[""61""]","[""POINTE COUPEE""]",2,2,14,33,76,127,51,18,25.4,2.910525496,55.97608677,1.282833289,1.688376953,2.119403839,0.837024231,0.83657055,LOSS 4,31,10.2,1.168793703,22.96042442,0.526196068,0.696539581,0.727931709,0.338449674,0.201735641,LOSS 4,19,2
RURAL 4-LANE DIVIDED,23,429-02,429-02_010,2.045,7.741,5.6956796,4498,"[""LEO KERNER PKWY""]","[""02""]","[""JEFFERSON""]",4,0,12,17,63,96,33,16,19.2,3.370976134,19.27895029,0.676967514,0.890978086,1.641863058,0.441708379,0.964895544,LOSS 4,23,6.6,1.158773046,7.86227212,0.276078455,0.365452315,0.446971318,0.177573853,0.170892863,LOSS 4,28,3
RURAL 4-LANE DIVIDED,23,050-06,050-06_010,3.583,11.626,8.0430411,4423,"[""LA 1""]","[""61""]","[""IBERVILLE""]",4,3,7,29,63,106,43,14,21.2,2.635818932,26.7347295,0.664791567,0.874952943,1.362539235,0.433763807,0.697747668,LOSS 4,36,8.6,1.069247302,10.91357607,0.271379343,0.359231978,0.423722257,0.174551381,0.152342913,LOSS 4,30,4
RURAL 4-LANE DIVIDED,23,024-06,024-06_010,10.4,15.91,5.51048511,11511,"[""US 171""]","[""08""]","[""VERNON""]",2,2,9,49,71,133,62,13,26.6,4.827161215,53.21214244,1.931305189,2.541851072,3.709927946,1.260139766,1.778622757,LOSS 4,15,12.4,2.250255604,22.19360913,0.805504731,1.066267807,1.40064585,0.518101198,0.595141119,LOSS 4,8,5
RURAL 4-LANE DIVIDED,23,424-07,424-07_010,0,14.843,14.84340311,3706,"[""US 90""]","[""02""]","[""TERREBONNE""]",2,0,11,73,147,233,86,13,46.6,3.139441788,40.87920764,0.550806406,0.724933513,1.359128557,0.359390665,0.80832215,LOSS 4,35,17.2,1.158763922,16.95446031,0.228444383,0.30239784,0.382631676,0.146935585,0.154187293,LOSS 4,29,6
